hato.profile2.10bpc.yuv422.no-cdef.no-restoration,0,0,1
fox.profile2.12bpc.yuv420,0,0,1
fox.profile2.12bpc.yuv444.monochrome.odd-width,0,0,1
fox.profile2.12bpc.yuv420.odd-width.odd-height,0,0,1
fox.profile2.8bpc.yuv422.monochrome,0,0,1
fox.profile1.8bpc.yuv444,0,0,1
fox.profile2.8bpc.yuv422.monochrome.odd-width,0,0,1
fox.profile2.10bpc.yuv422.monochrome.odd-width,0,0,1
fox.profile2.10bpc.yuv422.odd-width,0,0,1
fox.profile0.10bpc.yuv420,0,0,1
fox.profile2.12bpc.yuv420.monochrome.odd-width.odd-height,0,0,1
fox.profile2.12bpc.yuv444.monochrome,0,0,1
fox.profile2.12bpc.yuv444.monochrome.odd-height,0,0,1
kimono.rotate270,0,0,1
hato.profile0.10bpc.yuv420.monochrome.no-cdef.no-restoration,0,0,1
kimono.mirror-horizontal,0,0,1
fox.profile2.12bpc.yuv422.odd-height,0,0,1
fox.profile0.8bpc.yuv420.odd-width,0,0,1
kimono.rotate90,0,0,1
fox.profile2.12bpc.yuv444.odd-height,0,0,1
fox.profile2.8bpc.yuv422.odd-width.odd-height,0,0,1
fox.profile2.12bpc.yuv422.monochrome,0,0,1
fox.profile2.12bpc.yuv444.odd-width.odd-height,0,0,1
fox.profile2.12bpc.yuv420.monochrome.odd-width,0,0,1
hato.profile0.8bpc.yuv420.monochrome.no-cdef,0,0,1
fox.profile2.12bpc.yuv422.monochrome.odd-width.odd-height,0,0,1
fox.profile2.12bpc.yuv422,0,0,1
kimono.mirror-vertical.rotate270,0,0,1
fox.profile1.8bpc.yuv444.odd-height,0,0,1
fox.profile2.12bpc.yuv444.monochrome.odd-width.odd-height,0,0,1
fox.profile0.8bpc.yuv420,0,0,1
fox.profile2.8bpc.yuv422.odd-height,0,0,1
kimono,0,0,1
fox.profile0.10bpc.yuv420.odd-width,0,0,1
fox.profile2.12bpc.yuv420.odd-height,0,0,1
fox.profile2.12bpc.yuv422.odd-width,0,0,1
fox.profile2.10bpc.yuv422.odd-width.odd-height,0,0,1
fox.profile2.8bpc.yuv422.odd-width,0,0,1
fox.profile0.8bpc.yuv420.odd-height,0,0,1
kimono.crop,0,0,1
fox.profile0.8bpc.yuv420.monochrome.odd-height,0,0,1
fox.profile2.12bpc.yuv422.monochrome.odd-height,0,0,1
fox.profile2.12bpc.yuv444.odd-width,0,0,1
kimono.mirror-vertical,0,0,1
fox.profile2.10bpc.yuv422.monochrome,0,0,1
fox.profile0.10bpc.yuv420.monochrome.odd-width,0,0,1
fox.profile0.8bpc.yuv420.odd-width.odd-height,0,0,1
fox.profile2.12bpc.yuv420.odd-width,0,0,1
fox.profile2.12bpc.yuv422.monochrome.odd-width,0,0,1
fox.profile0.10bpc.yuv420.monochrome.odd-height,0,0,1
fox.profile0.10bpc.yuv420.monochrome,0,0,1
fox.profile1.10bpc.yuv444.odd-width,0,0,1
fox.profile0.8bpc.yuv420.monochrome.odd-width.odd-height,0,0,1
fox.profile2.12bpc.yuv444,0,0,1
kimono.mirror-vertical.rotate270.crop,0,0,1
fox.profile2.10bpc.yuv422,0,0,1
fox.profile2.8bpc.yuv422.monochrome.odd-height,0,0,1
hato.profile2.8bpc.yuv422.monochrome.no-cdef,0,0,1
fox.profile2.10bpc.yuv422.monochrome.odd-width.odd-height,0,0,1
fox.profile1.10bpc.yuv444.odd-height,0,0,1
fox.profile1.10bpc.yuv444,0,0,1
fox.profile2.8bpc.yuv422,0,0,1
