truncated_elementary_stream,0,0,1
free_property,0,0,1
unknown_nonessential_property,0,0,1
animals_00_multilayer_a1op_lsel,0,0,1
animals_00_multilayer_grid_a1lx,0,1,0
animals_00_multilayer_grid_lsel,0,1,0
animals_00_multilayer_a1lx,0,0,1
animals_00_multilayer_lsel,0,0,1
animals_00_multilayer_a1op,0,0,1
animals_00_singlelayer,0,0,1
abandoned_filmgrain,0,0,1
quebec_3layer_op2,0,0,1
tiger_3layer_1res,0,0,1
fruits_2layer_thumbsize,0,0,1
tiger_3layer_3res,0,0,1
Chimera_10bit_cropped_to_1920x1008,0,0,1
Mexico,0,0,1
Monochrome,0,0,1
Summer_in_Tomsk_720p_5x4_grid,0,101,0
Mexico_YUV444,0,0,1
Tomsk_with_thumbnails,0,0,1
bbb_4k,0,0,1
still_picture,0,0,1
Ronda_rotate90,0,0,1
reduced_still_picture_header,0,0,1
Chimera_10bit_cropped_to_1920x1008_with_HDR_metadata,0,0,1
kids_720p,0,0,1
bbb_alpha_inverted,0,0,1
Summer_Nature_4k,0,0,1
Irvine_CA,0,0,1
Chimera_8bit_cropped_480x256,0,0,1
Chimera-AV1-10bit-480x270,0,1,0
alpha_video,0,0,1
hdr_cosmos12920_cicp9-16-9_yuv420_limited_qp10,0,0,1
sdr_cosmos01000_cicp1-13-6_yuv444_full_qp10,0,0,1
sdr_cosmos01000_cicp1-13-6_yuv420_limited_qp40,0,0,1
sdr_cosmos12920_cicp1-13-6_yuv420_limited_qp10,0,0,1
hdr_cosmos01000_cicp9-16-9_yuv420_limited_qp40,0,0,1
hdr_cosmos01000_cicp9-16-9_yuv444_full_qp10,0,0,1
sdr_cosmos01000_cicp1-13-6_yuv420_limited_qp20,0,0,1
sdr_cosmos12920_cicp1-13-0_lossless,0,0,1
hdr_cosmos01000_cicp9-16-9_yuv420_limited_qp20,0,0,1
hdr_cosmos12920_cicp9-16-9_yuv420_limited_qp20,0,0,1
hdr_cosmos01000_cicp9-16-0_lossless,0,0,1
sdr_cosmos01000_cicp1-13-6_yuv444_full_qp20,0,0,1
hdr_cosmos07296_cicp9-16-0_lossless,0,0,1
sdr_cosmos12920_cicp1-13-6_yuv420_limited_qp20,0,0,1
hdr_cosmos01000_cicp9-16-9_yuv444_full_qp20,0,0,1
sdr_cosmos01000_cicp1-13-6_yuv420_limited_qp10,0,0,1
sdr_cosmos01000_cicp1-13-6_yuv444_full_qp40,0,0,1
hdr_cosmos01650_cicp9-16-0_lossless,0,0,1
hdr_cosmos12920_cicp9-16-9_yuv420_limited_qp40,0,0,1
hdr_cosmos01000_cicp9-16-9_yuv420_limited_qp10,0,0,1
hdr_cosmos01000_cicp9-16-9_yuv444_full_qp40,0,0,1
sdr_cosmos12920_cicp1-13-6_yuv420_limited_qp40,0,0,1
sdr_cosmos01000_cicp1-13-0_lossless,0,0,1
hdr_cosmos01650_cicp9-16-9_yuv420_limited_qp10,0,0,1
hdr_cosmos07296_cicp9-16-9_yuv444_full_qp20,0,0,1
sdr_cosmos07296_cicp1-13-0_lossless,0,0,1
sdr_cosmos01650_cicp1-13-6_yuv420_limited_qp10,0,0,1
sdr_cosmos07296_cicp1-13-6_yuv444_full_qp20,0,0,1
sdr_cosmos01650_cicp1-13-0_lossless,0,0,1
sdr_cosmos07296_cicp1-13-6_yuv420_limited_qp10,0,0,1
hdr_cosmos07296_cicp9-16-9_yuv444_full_qp40,0,0,1
hdr_cosmos12920_cicp9-16-9_yuv444_full_qp10,0,0,1
hdr_cosmos01650_cicp9-16-9_yuv444_full_qp10,0,0,1
hdr_cosmos07296_cicp9-16-9_yuv420_limited_qp10,0,0,1
sdr_cosmos12920_cicp1-13-6_yuv444_full_qp10,0,0,1
sdr_cosmos07296_cicp1-13-6_yuv444_full_qp40,0,0,1
sdr_cosmos01650_cicp1-13-6_yuv444_full_qp10,0,0,1
hdr_cosmos01650_cicp9-16-9_yuv444_full_qp40,0,0,1
hdr_cosmos07296_cicp9-16-9_yuv444_full_qp10,0,0,1
hdr_cosmos12920_cicp9-16-9_yuv444_full_qp40,0,0,1
hdr_cosmos01650_cicp9-16-9_yuv420_limited_qp20,0,0,1
sdr_cosmos07296_cicp1-13-6_yuv420_limited_qp40,0,0,1
sdr_cosmos01650_cicp1-13-6_yuv444_full_qp40,0,0,1
sdr_cosmos12920_cicp1-13-6_yuv444_full_qp40,0,0,1
sdr_cosmos01650_cicp1-13-6_yuv420_limited_qp20,0,0,1
sdr_cosmos07296_cicp1-13-6_yuv444_full_qp10,0,0,1
hdr_cosmos07296_cicp9-16-9_yuv420_limited_qp40,0,0,1
hdr_cosmos12920_cicp9-16-9_yuv444_full_qp20,0,0,1
hdr_cosmos01650_cicp9-16-9_yuv420_limited_qp40,0,0,1
hdr_cosmos01650_cicp9-16-9_yuv444_full_qp20,0,0,1
hdr_cosmos12920_cicp9-16-0_lossless,0,0,1
sdr_cosmos07296_cicp1-13-6_yuv420_limited_qp20,0,0,1
sdr_cosmos01650_cicp1-13-6_yuv420_limited_qp40,0,0,1
sdr_cosmos12920_cicp1-13-6_yuv444_full_qp20,0,0,1
sdr_cosmos01650_cicp1-13-6_yuv444_full_qp20,0,0,1
hdr_cosmos07296_cicp9-16-9_yuv420_limited_qp20,0,0,1
fox.profile2.12bpc.yuv420.monochrome.odd-height,0,0,1
hato.profile2.12bpc.yuv422.monochrome,0,0,1
hato.profile2.10bpc.yuv422.monochrome.no-cdef.no-restoration,0,0,1
hato.profile2.12bpc.yuv422.monochrome.no-cdef.no-restoration,0,0,1
fox.profile0.10bpc.yuv420.odd-width.odd-height,0,0,1
fox.profile2.8bpc.yuv422.monochrome.odd-width.odd-height,0,0,1
fox.profile0.8bpc.yuv420.monochrome.odd-width,0,0,1
fox.profile1.8bpc.yuv444.odd-width.odd-height,0,0,1
fox.profile2.12bpc.yuv422.odd-width.odd-height,0,0,1
hato.profile2.8bpc.yuv422.no-cdef,0,0,1
fox.profile1.8bpc.yuv444.odd-width,0,0,1
hato.profile0.8bpc.yuv420.no-cdef,0,0,1
fox.profile0.10bpc.yuv420.monochrome.odd-width.odd-height,0,0,1
fox.profile0.10bpc.yuv420.odd-height,0,0,1
fox.profile2.10bpc.yuv422.monochrome.odd-height,0,0,1
fox.profile0.8bpc.yuv420.monochrome,0,0,1
hato.profile0.10bpc.yuv420.no-cdef.no-restoration,0,0,1
fox.profile2.10bpc.yuv422.odd-height,0,0,1
fox.profile1.10bpc.yuv444.odd-width.odd-height,0,0,1
fox.profile2.12bpc.yuv420.monochrome,0,0,1
hato.profile2.12bpc.yuv422.no-cdef.no-restoration,0,0,1
